,Unnamed: 0,id,label,taxid,rank,name
10439,9591,sp|O06179|Y1533_MYCTU,0,35,species,Mycobacterium tuberculosis
10440,3032,sp|Q3E798|MIM2_YEAST,0,0,no rank,unclassified
10441,13867,gi|66275931|ref|YP_233016.1|,1,0,no rank,unclassified
10442,1506,sp|P67700|YDDM_ECOL6,0,7,genus,Escherichia
10443,7389,sp|P15158|COAT_BMDV,0,0,no rank,unclassified
10444,882,sp|Q8XKU1|TPIS_CLOPE,0,146,species,Sarcina perfringens
10445,1421,sp|P76518|ACOCT_ECOLI,0,8,species,Escherichia coli
10446,3486,VFG000859,1,0,no rank,unclassified
10447,4231,sp|A2RIE6|PTCB_LACLM,0,431,species,Lactococcus cremoris
10448,5317,sp|P94272|RL22_BORBU,0,514,genus,Borreliella
10449,7288,sp|A0A3B1EFQ0|STR5_STRTC,0,1,no rank,root
10450,3743,sp|P32501|EI2BE_YEAST,0,134669,species,RGIG8773 sp947626755
10451,5651,sp|P9WNN1|EFTU_MYCTU,0,34,genus,Mycobacterium
10452,538,sp|P9WMU7|Y2212_MYCTU,0,35,species,Mycobacterium tuberculosis
10453,3438,sp|P9WGN5|SECG_MYCTU,0,35,species,Mycobacterium tuberculosis
10454,5271,VFG041254,1,128,species,Legionella pneumophila
10455,4663,VFG006464,1,1182,species,Helicobacter C hepaticus
10456,7816,sp|A1VXZ7|FABZ_CAMJJ,0,51,species,Campylobacter D jejuni
10457,8181,VFG014001,1,8535,species,Pseudomonas E hydrolytica
10458,1684,VFG002526,1,70,species,Burkholderia mallei
10459,12509,sp|B4EY22|CAIT_PROMH,0,85,genus,Proteus
10460,2326,sp|P76445|LPXT_ECOLI,0,8,species,Escherichia coli
10461,3920,sp|G9N4B1|VIRB_HYPVG,0,1,no rank,root
10462,496,sp|P24391|TOM40_NEUCR,0,0,no rank,unclassified
10463,11606,VFG003454,1,153,species,Yersinia pestis
10464,3823,VFG040934,1,320,species,Citrobacter braakii
10465,2187,VFG018002,1,3051,species,Campylobacter D sp016598935
10466,11274,sp|Q2RK33|DAPAT_MOOTA,0,4626,species,Moorella thermoacetica
10467,11284,VFG044173,1,58,genus,Vibrio
10468,13542,gi|4581757|gb|AAD24761.1|AF109875_1,1,173040,genus,MGIIa-I
10469,10425,sp|Q12180|HAL9_YEAST,0,0,no rank,unclassified
10470,11645,VFG003561,1,298,species,Yersinia enterocolitica
10471,11910,sp|P0A8D0|NRDR_ECOLI,0,7,genus,Escherichia
10472,3706,sp|P32400|CSH_ARTSP,0,412,family,Micrococcaceae
10473,9696,sp|P57728|RL28B_SCHPO,0,84081,species,Tissierella B creatinini
10474,10293,VFG000969,1,60,species,Streptococcus pyogenes
10475,6417,sp|P9WNH5|HSAD_MYCTU,0,35,species,Mycobacterium tuberculosis
10476,2918,VFG013715,1,240,genus,Corynebacterium
10477,5273,sp|P38887|YH02_YEAST,0,2,superkingdom,Bacteria
10478,4098,VFG043683,1,430,species,Citrobacter B koseri
10479,3338,sp|P9WG63|DIPZ_MYCTU,0,35,species,Mycobacterium tuberculosis
10480,2075,VFG011873,1,1271,species,Campylobacter fetus
10481,5093,sp|Q05580|HEL2_YEAST,0,0,no rank,unclassified
10482,7738,sp|P53217|YG1I_YEAST,0,0,no rank,unclassified
10483,9769,VFG004387,1,6,family,Enterobacteriaceae
10484,1480,sp|A0A1D8PCI6|RS4_CANAL,0,38199,species,Paracoccus marinus
10485,11045,VFG007390,1,59,species,Vibrio parahaemolyticus
10486,9003,VFG019800,1,76,genus,Pseudomonas E
10487,6285,sp|Q06673|ECM30_YEAST,0,0,no rank,unclassified
10488,5521,sp|H6LC30|RNFG_ACEWD,0,156446,species,Acetobacterium woodii
10489,14223,fig|243243.7.peg.4188|MAV_4264|VBIMycAvi38287_4188|,1,340,species,Mycobacterium avium
10490,5419,sp|Q5LGZ0|G1091_BACFN,0,164,species,Bacteroides fragilis
10491,4207,VFG046580,1,142,species,Francisella tularensis
10492,9242,sp|P02932|PHOE_ECOLI,0,7,genus,Escherichia
10493,7539,sp|Q9HXY6|LPXD_PSEAE,0,22,species,Pseudomonas aeruginosa
10494,12973,sp|Q0CF73|AZPB2_ASPTN,0,2,superkingdom,Bacteria
10495,11086,sp|P19669|TAL_BACSU,0,122,species,Bacillus subtilis
10496,13640,gi|68486156|ref|XP_713028.1|,1,2,superkingdom,Bacteria
10497,5916,sp|P75825|HCP_ECOLI,0,6,family,Enterobacteriaceae
10498,12244,gi|22124724|ref|NP_668147.1|,1,6,family,Enterobacteriaceae
10499,3122,sp|P22148|MSN1_YEAST,0,0,no rank,unclassified
10500,6905,VFG027683,1,941,species,Mycobacterium marinum
10501,5866,sp|D7PI19|GSFE_PENAE,0,2,superkingdom,Bacteria
10502,12119,gi|89256686|ref|YP_514048.1|,1,142,species,Francisella tularensis
10503,12911,gi|16767007|ref|NP_462622.1|,1,18,species,Salmonella enterica
10504,12781,gi|15641088|ref|NP_230720.1|,1,66,species,Vibrio cholerae
10505,10098,sp|Q9IMM4|RDRP_NODAM,0,0,no rank,unclassified
10506,4433,VFG013191,1,1528,species,Histophilus somni
10507,8655,VFG015337,1,76,genus,Pseudomonas E
10508,11141,sp|P0CB51|CHI1_COCPS,0,2918,species,Arctic96AD-7 sp002685535
10509,4914,sp|Q5SME3|CY552_THET8,0,2334,species,Thermus thermophilus
10510,9819,VFG021025,1,17,genus,Salmonella
10511,4527,sp|P24552|OXDA_FUSVN,0,111230,species,Pandoraea sp016428915
10512,12375,gi|23501218|ref|NP_697345.1|,1,99,species,Brucella melitensis
10513,6790,sp|P09850|XYNA_NIACI,0,122,species,Bacillus subtilis
10514,10886,VFG007073,1,58,genus,Vibrio
10515,11026,VFG007334,1,66,species,Vibrio cholerae
10516,9719,VFG004231,1,91,genus,Citrobacter
10517,3219,sp|P38135|FADK_ECOLI,0,6,family,Enterobacteriaceae
10518,1791,VFG040924,1,70,species,Burkholderia mallei
10519,4953,VFG048908,1,10,species,Klebsiella pneumoniae
10520,3726,VFG035344,1,72276,species,Entomohabitans teleogrylli
10521,11519,sp|P35806|FLGE_CAUVC,0,9043,genus,Caulobacter
10522,5365,VFG041349,1,128,species,Legionella pneumophila
10523,7500,VFG016662,1,146361,species,Mycoplasma J mobile
10524,9316,VFG051904,1,76,genus,Pseudomonas E
10525,9502,VFG040386,1,999,family,Rickettsiaceae
10526,8415,VFG014654,1,16674,species,Stutzerimonas lopnurensis
10527,856,VFG043844,1,8672,species,Bacillus A cereus AG
10528,4369,sp|Q0CJD0|PGMC_ASPTN,0,2918,species,Arctic96AD-7 sp002685535
10529,11826,VFG043227,1,153,species,Yersinia pestis
10530,9276,sp|Q10204|RRN9_SCHPO,0,0,no rank,unclassified
10531,11183,sp|P25632|RSC6_YEAST,0,0,no rank,unclassified
10532,13725,sp|O05897|Y3254_MYCTU,0,35,species,Mycobacterium tuberculosis
10533,10903,VFG007110,1,59,species,Vibrio parahaemolyticus
10534,1171,sp|P38704|STP2_YEAST,0,0,no rank,unclassified
10535,8505,VFG014950,1,22,species,Pseudomonas aeruginosa
10536,3730,sp|P40544|YKE4_YEAST,0,1,no rank,root
10537,3891,sp|P40155|PEX17_YEAST,0,0,no rank,unclassified
10538,10292,sp|P07270|PHO4_YEAST,0,0,no rank,unclassified
10539,11159,VFG007653,1,58,genus,Vibrio
10540,1014,VFG050113,1,11,phylum,Bacillota
10541,10827,VFG006961,1,1907,genus,Aliivibrio
10542,11135,VFG007612,1,59,species,Vibrio parahaemolyticus
10543,7222,sp|O94413|KPR2_SCHPO,0,1,no rank,root
10544,8649,VFG015325,1,286,species,Pseudomonas E avellanae
10545,10642,sp|P30967|PH4H_CHRVO,0,2927,species,Chromobacterium violaceum
10546,14210,fig|216597.6.peg.2302|SL1344_2072|VBISalEnt88447_2302|,1,18,species,Salmonella enterica
10547,4351,VFG000343,1,232,genus,Haemophilus
10548,9154,VFG044091,1,21,genus,Pseudomonas
10549,8460,VFG014785,1,286,species,Pseudomonas E avellanae
10550,14250,fig|511145.12.peg.2169|b2092|VBIEscCol129921_2169|,1,7,genus,Escherichia
10551,12459,gi|17986888|ref|NP_539522.1|,1,99,species,Brucella melitensis
10552,11453,VFG042953,1,456,species,Xylella fastidiosa
10553,8471,VFG014818,1,8535,species,Pseudomonas E hydrolytica
10554,9426,sp|A0A0D1CVS5|STUA_USTMA,0,0,no rank,unclassified
10555,3691,sp|P0DUM0|HKM12_ASPHA,0,79093,species,JACQQV01 sp016206785
10556,4549,VFG013503,1,232,genus,Haemophilus
10557,11628,VFG003526,1,298,species,Yersinia enterocolitica
10558,4495,VFG013320,1,205,family,Pasteurellaceae
10559,4689,VFG006546,1,179,family,Helicobacteraceae
10560,1203,sp|A7Z4X7|BAEB_BACVZ,0,108,species,Bacillus velezensis
10561,12630,gi|26246966|ref|NP_753006.1|,1,0,no rank,unclassified
10562,2579,sp|Q45694|DNTAB_BURSR,0,3,phylum,Pseudomonadota
10563,122,VFG037998,1,24,genus,Acinetobacter
10564,10451,sp|O34483|HPRK_BACSU,0,122,species,Bacillus subtilis
10565,1861,sp|P83077|G3P2_BACCE,0,0,no rank,unclassified
10566,7433,sp|O94620|CWF17_SCHPO,0,2,superkingdom,Bacteria
10567,1554,sp|Q9P805|DCP1_SCHPO,0,0,no rank,unclassified
10568,4494,VFG013319,1,2939,species,Haemophilus B ducreyi
10569,10331,VFG001367,1,28,genus,Streptococcus
10570,7210,VFG031059,1,34,genus,Mycobacterium
10571,8099,sp|Q82NR8|EBDG_STRAW,0,31,class,Actinomycetes
10572,7550,sp|Q5AU92|AGALC_EMENI,0,2,superkingdom,Bacteria
10573,1115,VFG016768,1,5708,species,Bartonella bacilliformis
10574,7242,sp|Q8DUY4|TCMPA_STRMU,0,292,species,Streptococcus mutans
10575,1979,VFG001974,1,81621,species,Campylobacter D jejuni A
10576,12406,gi|23502086|ref|NP_698213.1|,1,99,species,Brucella melitensis
10577,12516,sp|P54225|HEMH_SYNY3,0,5353,species,Synechocystis sp000284455
10578,8904,sp|Q08187|YO029_YEAST,0,0,no rank,unclassified
10579,3334,VFG042977,1,38,species,Enterococcus faecalis
10580,8531,VFG015029,1,76,genus,Pseudomonas E
10581,9232,VFG049843,1,1278,species,Pseudomonas paraeruginosa
10582,2748,sp|Q4WP32|LP9B_ASPFU,0,0,no rank,unclassified
10583,3106,VFG039586,1,699,species,Coxiella burnetii
10584,14000,sp|P0ADJ3|YHJR_ECOLI,0,7,genus,Escherichia
10585,1598,sp|O94538|SNU66_SCHPO,0,0,no rank,unclassified
10586,1679,VFG025780,1,69,genus,Burkholderia
10587,1036,sp|O67334|NUOB_AQUAE,0,121469,species,Aquifex aeolicus
10588,11108,sp|P13799|DEGS_BACSU,0,122,species,Bacillus subtilis
10589,11180,sp|Q8SUT1|GNL3L_ENCCU,0,172052,superkingdom,Archaea
10590,5447,sp|P96402|LIPC_MYCTU,0,35,species,Mycobacterium tuberculosis
10591,11778,VFG041079,1,6,family,Enterobacteriaceae
10592,2209,sp|O67914|UPP_AQUAE,0,121469,species,Aquifex aeolicus
10593,10583,VFG005983,1,73,species,Streptococcus suis
10594,4935,VFG048888,1,6,family,Enterobacteriaceae
10595,11055,sp|P37696|GUNA_NOVHA,0,5490,species,Novacetimonas hansenii
10596,13364,gi|126209048|ref|YP_001054273.1|,1,37849,species,Actinobacillus sp029774175
10597,4847,VFG048401,1,163,species,Klebsiella michiganensis
10598,8113,VFG013843,1,1021,species,Pseudomonas E protegens
10599,9694,VFG003997,1,18,species,Salmonella enterica
10600,9441,VFG042032,1,383,genus,Ralstonia
10601,9842,sp|A7UX13|EGT2_NEUCR,0,3009,species,Ferrimicrobium sp027409005
10602,5298,sp|O74407|SYDC_SCHPO,0,0,no rank,unclassified
10603,5331,sp|Q81QL7|APEX_BACAN,0,12,class,Bacilli
10604,1231,VFG000012,1,94,species,Bordetella pertussis
10605,8124,sp|F9UST1|LARC_LACPL,0,4159,species,Apilactobacillus micheneri
10606,6793,VFG023906,1,34,genus,Mycobacterium
10607,1719,VFG026114,1,69,genus,Burkholderia
10608,4776,sp|P00632|ELH2_ACIAD,0,4343,species,Acinetobacter baylyi
10609,9314,sp|Q2RQ36|PHAJ_RHORT,0,10678,species,Rhodospirillum rubrum
10610,4414,sp|B0CPC6|X325_LACBS,0,0,no rank,unclassified
10611,12785,sp|P25360|PHO87_YEAST,0,1,no rank,root
10612,5530,VFG045577,1,128,species,Legionella pneumophila
10613,311,sp|P29898|DHM2_PARDE,0,4608,genus,Paracoccus
10614,13297,sp|J9VI03|DMT5_CRYNH,0,147507,species,Shewanella electrica
10615,8944,VFG016163,1,20,family,Pseudomonadaceae
10616,11274,VFG043638,1,510,species,Vibrio vulnificus B
10617,5168,sp|P30022|VP22_BHV1C,0,62601,species,Arthrobacter F sulfonylureivorans
10618,1951,sp|Q49400|MTM1_MYCGE,0,8151,species,Mycoplasmoides genitalium
10619,4088,sp|P9WFG7|NB1_MYCTU,0,35,species,Mycobacterium tuberculosis
10620,11576,VFG002375,1,298,species,Yersinia enterocolitica
10621,8889,VFG016021,1,21,genus,Pseudomonas
10622,14179,sp|P9WMX5|GLYTR_MYCTU,0,35,species,Mycobacterium tuberculosis
10623,9664,sp|Q12256|TPO4_YEAST,0,2918,species,Arctic96AD-7 sp002685535
10624,3551,VFG002039,1,152,genus,Yersinia
10625,8131,sp|B2J6D9|VIPP1_NOSP7,0,6308,genus,Nostoc
10626,1107,sp|P0AAS3|YBBJ_ECOLI,0,7,genus,Escherichia
10627,2948,sp|P9WPG9|CDH_MYCTU,0,35,species,Mycobacterium tuberculosis
10628,879,sp|P34161|YOX1_YEAST,0,0,no rank,unclassified
10629,3593,sp|P38341|MIC12_YEAST,0,0,no rank,unclassified
10630,11919,gi|15608153|ref|NP_215529.1|,1,34,genus,Mycobacterium
10631,6669,sp|P17737|AFP_ASPGI,0,0,no rank,unclassified
10632,3057,VFG039377,1,699,species,Coxiella burnetii
10633,5166,sp|P25617|YCQ6_YEAST,0,0,no rank,unclassified
10634,2122,sp|P0A2Y6|AROC_STRPN,0,29,species,Streptococcus pneumoniae
10635,6728,VFG023226,1,16018,species,Mycobacterium leprae
10636,14220,fig|216597.6.peg.4949|SL1344_4440|VBISalEnt88447_4949|,1,18,species,Salmonella enterica
10637,4717,VFG006620,1,1182,species,Helicobacter C hepaticus
10638,11957,gi|15608412|ref|NP_215788.1|,1,34,genus,Mycobacterium
10639,4997,sp|P18239|ADT2_YEAST,0,2,superkingdom,Bacteria
10640,11196,sp|P33690|COMQ_BACSU,0,122,species,Bacillus subtilis
10641,10521,sp|P42517|CHMU_ENTAG,0,357,species,Pantoea agglomerans
10642,7937,sp|P22214|SEC22_YEAST,0,0,no rank,unclassified
10643,6040,sp|A0A0L8M630|AMDH_STRVG,0,11465,species,Streptomyces sp002080455
10644,12955,gi|16272504|ref|NP_438718.1|,1,205,family,Pasteurellaceae
10645,12771,gi|15641719|ref|NP_231351.1|,1,58,genus,Vibrio
10646,6431,sp|Q9UST7|SFC3_SCHPO,0,0,no rank,unclassified
10647,7262,VFG031566,1,35,species,Mycobacterium tuberculosis
10648,9142,VFG044079,1,22,species,Pseudomonas aeruginosa
10649,12827,gi|16763937|ref|NP_459552.1|,1,18,species,Salmonella enterica
10650,9031,VFG020000,1,4415,species,Pseudomonas E petroselini
10651,10213,sp|Q08969|GRE1_YEAST,0,0,no rank,unclassified
10652,2185,sp|P54730|UBX4_YEAST,0,0,no rank,unclassified
10653,2262,VFG015842,1,536,species,Chlamydia trachomatis
10654,13249,sp|Q54527|RDMB_STREF,0,36948,species,Streptomyces purpurascens
10655,13536,sp|P04043|MTD21_STREE,0,29,species,Streptococcus pneumoniae
10656,12465,gi|17987013|ref|NP_539647.1|,1,99,species,Brucella melitensis
10657,649,VFG038977,1,3213,genus,Anaplasma
10658,4836,sp|Q06538|CSC1_YEAST,0,0,no rank,unclassified
10659,10533,VFG005910,1,28,genus,Streptococcus
10660,3693,VFG035158,1,6,family,Enterobacteriaceae
10661,4418,VFG013168,1,1528,species,Histophilus somni
10662,11900,sp|O33840|PULA_THEMA,0,2753,order,Thermotogales
10663,1894,VFG044310,1,242,species,Burkholderia cenocepacia
10664,11330,VFG050281,1,66,species,Vibrio cholerae
10665,13738,gi|6324702|ref|NP_014771.1|,1,137935,species,CFX2 sp016124855
10666,8940,VFG016156,1,76,genus,Pseudomonas E
10667,4332,sp|P19841|LUXC_PHOPO,0,3196,species,Photobacterium kishitanii
10668,3322,sp|P26876|LIP_PSEAE,0,22,species,Pseudomonas aeruginosa
10669,8823,sp|G3Y422|YAND_ASPNA,0,2,superkingdom,Bacteria
10670,14007,sp|P71044|SP2Q_BACSU,0,122,species,Bacillus subtilis
10671,13914,sp|A0A1J0HSP5|IACG_PESFW,0,0,no rank,unclassified
10672,6847,sp|Q2UR38|XYND_ASPOR,0,2918,species,Arctic96AD-7 sp002685535
10673,6201,sp|P0ADZ7|YAJC_ECOLI,0,4,class,Gammaproteobacteria
10674,7286,sp|Q12274|YOR97_YEAST,0,0,no rank,unclassified
10675,2381,sp|Q04806|GTO3_YEAST,0,1,no rank,root
10676,11754,sp|P32458|CDC11_YEAST,0,111230,species,Pandoraea sp016428915
10677,13473,gi|15927010|ref|NP_374543.1|,1,16,species,Staphylococcus aureus
10678,12574,sp|P0AC92|GNSA_ECOLI,0,7,genus,Escherichia
10679,10744,VFG000099,1,66,species,Vibrio cholerae
10680,5116,VFG001878,1,128,species,Legionella pneumophila
10681,4693,sp|P04880|PHOSP_VSIVM,0,0,no rank,unclassified
10682,9613,sp|O13726|YDO6_SCHPO,0,1,no rank,root
10683,673,VFG039067,1,127132,species,Anaplasma centrale
10684,10901,VFG007107,1,57,family,Vibrionaceae
10685,1144,VFG016798,1,1736,species,Bartonella henselae
10686,10265,sp|P42953|TAGG_BACSU,0,122,species,Bacillus subtilis
10687,11118,VFG007561,1,1907,genus,Aliivibrio
10688,12417,sp|P87157|YB0G_SCHPO,0,0,no rank,unclassified
10689,452,VFG038723,1,366,species,Aeromonas hydrophila
10690,8468,VFG014810,1,76,genus,Pseudomonas E
10691,1514,VFG051126,1,98,genus,Brucella
10692,4686,sp|P06610|BTUE_ECOLI,0,7,genus,Escherichia
10693,6304,sp|B1M1V6|OTNK_METRJ,0,3080,species,Methylobacterium radiotolerans
10694,3811,sp|Q97PK0|GCH1L_STRPN,0,29,species,Streptococcus pneumoniae
10695,11219,sp|P22211|NPR1_YEAST,0,3009,species,Ferrimicrobium sp027409005
10696,13727,sp|P71778|LIPL_MYCTU,0,0,no rank,unclassified
10697,5641,sp|P78733|PEM3_PHACH,0,0,no rank,unclassified
10698,6394,VFG017491,1,31,class,Actinomycetes
10699,962,VFG044213,1,186,species,Bacillus A anthracis
10700,6906,VFG027697,1,119730,species,Mycobacterium sp000328565
10701,8478,sp|A0QS96|RS12_MYCS2,0,34,genus,Mycobacterium
10702,9500,VFG040304,1,166666,species,Rickettsia akari
10703,2761,VFG012103,1,7213,species,Hungateiclostridium thermocellum
10704,2732,VFG002275,1,146,species,Sarcina perfringens
10705,7183,sp|O42643|PRP22_SCHPO,0,2,superkingdom,Bacteria
10706,8353,sp|P36667|WBBL_ECOLI,0,103938,species,Rahnella woolbedingensis
10707,1005,VFG050041,1,2,superkingdom,Bacteria
10708,3052,sp|Q12039|HMI1_YEAST,0,236,order,Lachnospirales
10709,2991,sp|B7I5N9|RS20_ACIB5,0,24,genus,Acinetobacter
10710,10346,sp|Q5E6F9|PANP_ALIF1,0,1907,genus,Aliivibrio
10711,10323,sp|P40956|GTS1_YEAST,0,0,no rank,unclassified
10712,13713,sp|B5Z6J9|SYE1_HELPG,0,54357,species,Helicobacter pylori CL
10713,11190,VFG018238,1,66,species,Vibrio cholerae
10714,5669,sp|Q04412|AGE1_YEAST,0,0,no rank,unclassified
10715,9226,sp|B5HDJ6|SEDS_STRE2,0,14809,species,Streptomyces pristinaespiralis
10716,11291,sp|P54378|GCST_BACSU,0,122,species,Bacillus subtilis
10717,12169,gi|56708102|ref|YP_169998.1|,1,142,species,Francisella tularensis
10718,5219,sp|Q8SRB8|NTH_ENCCU,0,1,no rank,root
10719,13306,sp|Q2G1Q0|Y053_STAA8,0,15,genus,Staphylococcus
10720,7005,VFG029537,1,34,genus,Mycobacterium
10721,13247,gi|15901986|ref|NP_346590.1|,1,28,genus,Streptococcus
10722,13181,gi|15901601|ref|NP_346205.1|,1,28,genus,Streptococcus
10723,10981,VFG007247,1,59,species,Vibrio parahaemolyticus
10724,15,VFG037362,1,24,genus,Acinetobacter
10725,10249,VFG044256,1,15,genus,Staphylococcus
10726,12442,sp|P25846|MSH1_YEAST,0,1,no rank,root
10727,9129,sp|P54974|CRTY_PARSN,0,4609,species,Paracoccus marcusii
10728,13665,gi|68490250|ref|XP_711046.1|,1,109794,species,Streptomyces polyasparticus
10729,386,sp|A0A0K8P8E7|MHETH_IDESA,0,68,family,Burkholderiaceae
10730,13384,sp|W4JX79|PROS_HETIT,0,2,superkingdom,Bacteria
10731,9567,sp|P10907|UGPC_ECOLI,0,7,genus,Escherichia
10732,10364,VFG005202,1,60,species,Streptococcus pyogenes
10733,10827,sp|Q9AJC6|LYSDH_GEOSE,0,1588,genus,Geobacillus
10734,2657,sp|Q3C1A6|GAPN_STREI,0,15353,species,Streptococcus equinus B
10735,13219,sp|D0KWS8|DABB2_HALNC,0,23921,species,Halothiobacillus neapolitanus
10736,2774,sp|Q88IY8|MCPP_PSEPK,0,76,genus,Pseudomonas E
10737,7318,VFG052130,1,20588,species,Mycobacterium gilvum
10738,12123,gi|16803313|ref|NP_464798.1|,1,56,species,Listeria monocytogenes
10739,5683,sp|C0XIJ3|LOX_LENH9,0,4196,species,Lentilactobacillus hilgardii
10740,4003,sp|Q927L2|RL22_LISMO,0,55,genus,Listeria
10741,9513,sp|P80239|AHPC_BACSU,0,107,genus,Bacillus
10742,11851,VFG044142,1,153,species,Yersinia pestis
10743,2577,VFG041870,1,2927,species,Chromobacterium violaceum
10744,3126,VFG039691,1,699,species,Coxiella burnetii
10745,691,sp|Q12121|YD211_YEAST,0,0,no rank,unclassified
10746,6602,VFG022566,1,17848,species,Mycobacterium algericum
10747,4041,sp|A0A0U2UYC4|TAD1_USTMD,0,2,superkingdom,Bacteria
10748,10307,VFG001336,1,71,species,Streptococcus agalactiae
10749,11121,sp|Q9AEL8|COX3_CORGL,0,72869,species,Corynebacterium suranareeae
10750,12037,gi|15644798|ref|NP_206968.1|,1,1805,species,Helicobacter pylori CP
10751,11483,VFG000397,1,153,species,Yersinia pestis
10752,5884,VFG007909,1,340,species,Mycobacterium avium
10753,2263,sp|P53201|SWC4_YEAST,0,0,no rank,unclassified
10754,1465,sp|P38278|BMT2_YEAST,0,79,class,Bacteroidia
10755,10440,VFG005393,1,26,order,Lactobacillales
10756,3934,VFG042489,1,5,order,Enterobacterales
10757,442,sp|Q7V2Z3|PHEB_PROMP,0,3475,species,Prochlorococcus A pastoris
10758,1664,VFG025642,1,709,species,Burkholderia orbicola
10759,2669,VFG041544,1,13802,species,Citrobacter A rodentium
10760,4580,VFG013629,1,2939,species,Haemophilus B ducreyi
10761,10781,sp|P03526|SIGNS_REOVD,0,0,no rank,unclassified
10762,8879,VFG016003,1,1021,species,Pseudomonas E protegens
10763,1627,sp|P9WKL5|HTM_MYCTU,0,35,species,Mycobacterium tuberculosis
10764,513,VFG038864,1,209,genus,Aeromonas
10765,7903,sp|B6HV38|ADRJ_PENRW,0,0,no rank,unclassified
10766,14035,sp|P0ABL8|CCMB_ECOLI,0,7,genus,Escherichia
10767,12518,gi|17988735|ref|NP_541368.1|,1,99,species,Brucella melitensis
10768,269,VFG038320,1,209,genus,Aeromonas
10769,11947,gi|448824739|ref|NP_214689.3|,1,35,species,Mycobacterium tuberculosis
10770,12503,gi|17988285|ref|NP_540919.1|,1,96,order,Rhizobiales
10771,12613,sp|O66690|SYP_AQUAE,0,34219,genus,Aquifex
10772,2773,sp|P00265|HIP_RUBGE,0,54721,species,Rubrivivax gelatinosus
10773,3295,VFG041398,1,4038,genus,Ehrlichia
10774,12489,gi|17987889|ref|NP_540523.1|,1,97,family,Rhizobiaceae
10775,9416,VFG042005,1,384,species,Ralstonia nicotianae
10776,10430,sp|O07244|GLPQ2_MYCTU,0,35,species,Mycobacterium tuberculosis
10777,12392,sp|P38769|NEL1_YEAST,0,0,no rank,unclassified
10778,6433,VFG021849,1,20588,species,Mycobacterium gilvum
10779,5654,sp|Q5XAD5|GRPE_STRP6,0,60,species,Streptococcus pyogenes
10780,11474,VFG000386,1,153,species,Yersinia pestis
10781,9356,VFG051994,1,4680,species,Pseudomonas E putida E
10782,8460,sp|P9WJW3|ALKA_MYCTU,0,35,species,Mycobacterium tuberculosis
10783,7281,sp|Q1K8T6|RM09_NEUCR,0,3,phylum,Pseudomonadota
10784,6687,VFG023076,1,34,genus,Mycobacterium
10785,970,sp|P0CI76|RTP_BACSU,0,107,genus,Bacillus
10786,1114,sp|Q12447|PAA1_YEAST,0,2,superkingdom,Bacteria
10787,2696,sp|P54491|YQGN_BACSU,0,122,species,Bacillus subtilis
10788,383,sp|P33557|XYN3_ASPKW,0,1,no rank,root
10789,6466,sp|P81040|CYCX_DESDA,0,10803,species,Desulfovibrio sp900243745
10790,6745,sp|Q06216|PIG1_YEAST,0,0,no rank,unclassified
10791,4815,VFG040961,1,109,species,Klebsiella variicola
10792,11295,VFG044184,1,58,genus,Vibrio
10793,32,sp|A0A0J9XL55|LP9B_GEOCN,0,2918,species,Arctic96AD-7 sp002685535
10794,615,sp|Q2SYI1|RMLD_BURTA,0,1337,species,Burkholderia thailandensis
10795,5453,VFG045500,1,128,species,Legionella pneumophila
10796,5850,sp|Q312S1|DCTMQ_OLEA2,0,228,family,Desulfovibrionaceae
10797,3822,VFG040933,1,320,species,Citrobacter braakii
10798,10229,sp|P9WGC5|SUCC_MYCTU,0,35,species,Mycobacterium tuberculosis
10799,14289,sp|A0A0H3L116|HILB_PANAA,0,338,species,Pantoea ananatis
10800,6348,VFG010362,1,20588,species,Mycobacterium gilvum
10801,11368,sp|P10088|TFDA_CUPPJ,0,68,family,Burkholderiaceae
10802,12566,gi|66275856|ref|YP_232941.1|,1,101756,species,RGIG1896 sp947037125
10803,6203,sp|O69711|NMTR_MYCTU,0,35,species,Mycobacterium tuberculosis
10804,10725,sp|P56151|CY550_APHFL,0,2,superkingdom,Bacteria
10805,11059,sp|P32833|ORC2_YEAST,0,0,no rank,unclassified
10806,3213,VFG044353,1,4209,species,Dickeya dadantii
10807,40,sp|Q88QS0|ESTP_PSEPK,0,76,genus,Pseudomonas E
10808,14298,sp|Q05779|COQ9_YEAST,0,0,no rank,unclassified
10809,6330,sp|Q9USU7|YHHB_SCHPO,0,0,no rank,unclassified
10810,6289,VFG010198,1,5319,species,Mycobacterium austroafricanum
10811,5386,sp|A0A348B794|STS29_POSPM,0,0,no rank,unclassified
10812,6307,VFG010285,1,34,genus,Mycobacterium
10813,5094,VFG001849,1,127,genus,Legionella
10814,14037,gi|799333819|ref|XP_012050663.1|,1,65310,species,Bifidobacterium amazonense
10815,14062,sp|Q8DW19|PTC_STRMU,0,292,species,Streptococcus mutans
10816,9710,VFG004205,1,18,species,Salmonella enterica
10817,9890,VFG042888,1,2481,species,Citrobacter europaeus
10818,12582,gi|296004390|ref|XP_001351356.2|,1,0,no rank,unclassified
10819,6481,VFG022046,1,5319,species,Mycobacterium austroafricanum
10820,5259,sp|P68676|G5P_BPPHL,0,199,genus,Xanthomonas
10821,3001,VFG039132,1,699,species,Coxiella burnetii
10822,9280,sp|P00724|INV2_YEAST,0,109794,species,Streptomyces polyasparticus
