Unnamed: 0,id,label,target_id,pred_label,fident,bitscore,evalue,score
16086,VFG010686,1,VFG010691,1.0,0.71,812.0,6.1390000000000005e-236,0.11843640606767794
16087,sp|P32169|RHAD_ECOLI,0,Q2RXI1,0.0,0.63,411.0,2.861e-115,0.05994749124854142
16088,VFG000978,1,VFG004924,1.0,0.509,158.0,4.005e-39,0.023045507584597433
16089,sp|P60493|RL27_THET8,0,P0A7L8,0.0,0.788,200.0,3.191e-53,0.029171528588098017
16090,sp|Q7V7B7|LAN33_PROMM,0,P9WEN3,0.0,0.789,101.0,1.4859999999999998e-22,0.014731621936989498
16091,VFG041853,1,VFG000548,1.0,0.906,1079.0,0.0,0.1573803967327888
16092,sp|A0A0U5GNT1|DRTB_ASPCI,0,Q2UEL0,0.0,0.848,543.0,1.216e-154,0.07920070011668612
16093,VFG039753,1,VFG039250,1.0,0.835,602.0,9.557e-174,0.08780630105017503
16094,VFG043899,1,VFG043904,1.0,0.866,3090.0,0.0,0.45070011668611437
16095,VFG038321,1,VFG041678,1.0,0.519,128.0,4.689e-30,0.01866977829638273
16096,sp|A9BHI9|GPGS_PETMO,0,A9BEU2,0.0,0.681,511.0,1.74e-145,0.07453325554259044
16097,sp|A0A384JIP2|RCO1_BOTFB,0,Q7S860,0.0,0.848,1460.0,0.0,0.2129521586931155
16098,sp|C1P5Z7|SGRT_ECOLI,0,VFG045453,1.0,0.722,65.0,7.324e-12,0.009480746791131856
16099,VFG038393,1,VFG002083,1.0,0.854,654.0,7.019e-190,0.09539089848308051
16100,sp|O51347|RS7_BORBU,0,P17291,0.0,0.828,394.0,8.856e-112,0.05746791131855309
16101,sp|P40028|YEN1_YEAST,0,P39875,0.0,0.514,367.0,3.037e-101,0.05352975495915986
16102,sp|P81244|CYC6_PROHO,0,P0A3X7,0.0,0.826,125.0,3.5350000000000004e-31,0.01823220536756126
16103,VFG041357,1,VFG010782,1.0,0.562,247.0,7.943999999999999e-66,0.03602683780630105
16104,sp|P87216|VIPI_SCHPO,0,P36036,0.0,0.928,313.0,1.053e-85,0.0456534422403734
16105,sp|P0AGJ9|SYY_ECOLI,0,P00952,0.0,0.897,1264.0,0.0,0.18436406067677946
16106,fig|83332.12.peg.3203|Rv2873|VBIMycTub87468_3203|,1,P74615,0.0,0.767,317.0,4.323e-87,0.04623687281213536
16107,VFG009622,1,VFG009623,1.0,0.89,557.0,1.0590000000000001e-160,0.08124270711785297
16108,sp|P53061|ZIP2_YEAST,0,Q2ABP6,0.0,0.59,187.0,4.75e-47,0.027275379229871645
16109,sp|P10324|PAL_HAEIN,0,P0A3S7,0.0,0.875,436.0,1.195e-125,0.06359393232205368
16110,VFG044262,1,VFG044290,1.0,0.663,181.0,6.837000000000001e-46,0.026400233372228705
16111,sp|P45250|Y1556_HAEIN,0,Q59516,0.0,0.865,995.0,1.5949999999999998e-298,0.14512835472578764
16112,sp|B8NR69|DTPA_ASPFN,0,A0A166YZW0,0.0,0.839,4969.0,0.0,0.7247666277712952
16113,sp|Q12624|GUN3_HUMIN,0,Q7SDR1,0.0,0.924,1261.0,0.0,0.183926487747958
16114,sp|O74804|EST1_SCHPO,0,Q03466,0.0,0.63,595.0,1.768e-170,0.08678529754959159
16115,sp|P37210|H2B_NEUCR,0,Q8SRE2,0.0,0.882,322.0,1.203e-89,0.04696616102683781
16116,sp|P81000|GVPC_SPICC,0,P32468,0.0,0.918,107.0,1.06e-25,0.015606767794632439
16117,fig|209261.6.peg.4117|t3802|VBISalEnt47697_4117|,1,P27129,0.0,0.871,957.0,1.677e-283,0.139585764294049
16118,VFG008341,1,VFG049714,1.0,0.818,241.0,1.822e-65,0.03515169194865811
16119,sp|P03622|CAPSD_BPXF,0,P03623,0.0,0.75,96.0,7.053e-22,0.014002333722287048
16120,sp|H1ZZB0|AUAH_STIAU,0,Q8PDW5,0.0,0.903,1134.0,0.0,0.16540256709451576
16121,gi|51593889|ref|YP_068456.1|,1,VFG000377,1.0,0.805,1065.0,2.373e-312,0.15533838973162195
16122,VFG002453,1,VFG003517,1.0,0.75,596.0,6.230000000000001e-172,0.08693115519253208
16123,VFG050298,1,NP_273161.1,1.0,0.774,346.0,9.208e-96,0.05046674445740957
16124,sp|P16522|CDC23_YEAST,0,O94556,0.0,0.746,1329.0,0.0,0.19384480746791133
16125,sp|P80412|FVE_FLAVE,0,fig|265669.9.peg.863|LMOf2365_0859|VBILisMon105049_0863|,1.0,0.602,123.0,6.794e-29,0.01794049008168028
16126,sp|C1P621|YJEV_ECOLI,0,VFG006130,1.0,0.812,39.0,4.049e-05,0.005688448074679113
16127,sp|O84172|TRPB_CHLTR,0,NP_287938.1,1.0,0.89,1259.0,0.0,0.18363477246207702
16128,VFG041789,1,VFG041460,1.0,0.539,353.0,6.907e-98,0.051487747957993
16129,fig|83332.12.peg.968|Rv0867c|VBIMycTub87468_0968|,1,fig|83332.12.peg.2671|Rv2389c|VBIMycTub87468_2671|,1.0,0.773,244.0,1.2e-64,0.03558926487747958
16130,VFG042560,1,VFG042555,1.0,0.625,404.0,3.058e-113,0.058926487747957994
16131,sp|Q48468|NASR_KLEOX,0,fig|169963.11.peg.670|lmo0650|VBILisMon69206_0670|,1.0,0.581,368.0,4.237e-102,0.05367561260210035
16132,VFG013771,1,VFG038428,1.0,0.626,189.0,1.01e-48,0.027567094515752625
16133,VFG011381,1,VFG011384,1.0,0.897,1306.0,0.0,0.19049008168028006
16134,VFG021923,1,VFG023254,1.0,0.88,1707.0,0.0,0.24897899649941657
16135,VFG013479,1,VFG013480,1.0,0.958,1103.0,0.0,0.16088098016336055
16136,sp|P36076|CAB3_YEAST,0,Q08438,0.0,0.588,500.0,9.427e-142,0.07292882147024504
16137,sp|Q12221|PUF2_YEAST,0,P47135,0.0,0.706,1452.0,0.0,0.2117852975495916
16138,VFG036224,1,VFG036249,1.0,0.625,90.0,8.64e-19,0.013127187864644107
16139,sp|D3JV05|MCTE_CERS4,0,P17725,0.0,0.872,905.0,3.014e-271,0.13200116686114352
16140,VFG041100,1,VFG041202,1.0,0.807,437.0,2.403e-125,0.06373978996499416
16141,VFG044002,1,VFG044004,1.0,0.877,1328.0,0.0,0.19369894982497082
16142,sp|P53331|REXO1_YEAST,0,NP_540146.1,1.0,0.563,212.0,9.646e-55,0.030921820303383897
16143,sp|P0DSH8|YTGA_ECOLI,0,,0.0,,0.0,,0.0
16144,VFG045564,1,VFG010735,1.0,0.705,207.0,9.021e-54,0.030192532088681445
16145,VFG043262,1,VFG041637,1.0,0.943,248.0,7.657e-70,0.03617269544924154
16146,sp|P82599|CY553_SPOPA,0,P24469,0.0,0.89,257.0,3.0660000000000003e-71,0.03748541423570595
16147,VFG013779,1,VFG013774,1.0,0.959,1934.0,0.0,0.2820886814469078
16148,VFG011297,1,VFG043080,1.0,0.88,575.0,4.5980000000000005e-166,0.0838681446907818
16149,sp|P32797|CDC13_YEAST,0,Q9RY51,0.0,0.526,285.0,1.406e-76,0.04156942823803967
16150,sp|P21163|PNGF_ELIMR,0,Q8RQU9,0.0,0.476,175.0,5.333e-44,0.025525087514585765
16151,sp|Q0CF67|AZPB7_ASPTN,0,XP_713477.1,1.0,0.59,604.0,5.872e-173,0.088098016336056
16152,sp|D4AYG1|KLDC1_ARTBC,0,P50090,0.0,0.584,532.0,4.4419999999999996e-151,0.07759626604434072
16153,VFG031255,1,VFG031249,1.0,0.757,2522.0,0.0,0.367852975495916
16154,VFG014263,1,VFG001243,1.0,0.809,863.0,8.5e-252,0.12587514585764295
16155,VFG043434,1,VFG043310,1.0,0.753,1504.0,0.0,0.2193698949824971
16156,VFG043317,1,VFG043115,1.0,0.864,311.0,8.462e-87,0.045361726954492414
16157,VFG050043,1,VFG050041,1.0,0.946,6853.0,0.0,0.9995624270711785
16158,sp|B3FWS8|HPM3_HYPSB,0,S0DZM7,0.0,0.789,4798.0,0.0,0.6998249708284714
16159,gi|799331291|ref|XP_012050147.1|,1,P16171,0.0,0.903,263.0,1.1810000000000002e-72,0.03836056009334889
16160,sp|Q6FJV0|GLGB_CANGA,0,Q8GQC5,0.0,0.703,1329.0,0.0,0.19384480746791133
16161,VFG011185,1,P27696,0.0,0.444,167.0,9.542000000000001e-42,0.024358226371061845
16162,sp|P23292|KC12_YEAST,0,P23291,0.0,0.841,1277.0,0.0,0.18626021003500584
16163,sp|Q848J2|PCEA_DESHA,0,Q3ZAB8,0.0,0.596,462.0,2.465e-130,0.06738623103850641
16164,sp|P24192|HYPD_ECOLI,0,P27099,0.0,0.558,267.0,1.167e-71,0.03894399066511085
16165,sp|Q9US45|MED6_SCHPO,0,Q06891,0.0,0.732,120.0,1.038e-27,0.01750291715285881
16166,VFG043633,1,VFG038536,1.0,0.796,1034.0,9.182e-305,0.15081680280046675
16167,sp|P53857|YNX4_YEAST,0,P04252,0.0,0.921,366.0,2.819e-101,0.05338389731621937
16168,VFG041311,1,VFG041322,1.0,0.679,581.0,5.3549999999999996e-167,0.08474329054842474
16169,sp|Q9KJ22|GSMT_HALHR,0,Q83WC4,0.0,0.929,879.0,2.422e-264,0.1282088681446908
16170,sp|P9WL03|Y313_MYCTU,0,VFG041319,1.0,0.565,110.0,6.361e-25,0.01604434072345391
16171,VFG026685,1,VFG009558,1.0,0.893,1037.0,8.701e-312,0.1512543757292882
16172,VFG041364,1,VFG041415,1.0,0.595,226.0,4.9919999999999995e-59,0.03296382730455076
16173,gi|23502975|ref|NP_699102.1|,1,L0D9B6,0.0,0.835,572.0,3.104e-167,0.08343057176196032
16174,sp|P45057|RSMH_HAEIN,0,P60390,0.0,0.896,981.0,3.951e-293,0.14308634772462078
16175,sp|Q9KAC3|MIAA_HALH5,0,Q8CQL3,0.0,0.893,965.0,1.7900000000000002e-288,0.14075262543757294
16176,sp|P0DSN2|MTRB_SHEB8,0,Q05098,0.0,0.622,1010.0,3.817e-295,0.14731621936989497
16177,VFG010370,1,VFG010369,1.0,0.889,1095.0,0.0,0.15971411901983665
16178,sp|P39520|IFH1_YEAST,0,Q12500,0.0,0.566,147.0,5.958e-35,0.02144107351225204
16179,VFG036568,1,VFG019715,1.0,0.725,739.0,1.294e-214,0.10778879813302217
16180,sp|P36913|EBA3_ELIME,0,Q838S2,0.0,0.609,578.0,8.405000000000001e-166,0.08430571761960327
16181,sp|P9WLC7|Y2307_MYCTU,0,P42840,0.0,0.825,789.0,3.163e-232,0.11508168028004667
16182,sp|P80588|LHA1_RHOTE,0,VFG035242,1.0,0.673,89.0,5.918e-19,0.012981330221703617
16183,VFG018300,1,VFG038367,1.0,0.757,474.0,1.098e-133,0.0691365227537923
16184,sp|P9WMF5|LYSG_MYCTU,0,P0A8S1,0.0,0.856,872.0,3.8890000000000003e-258,0.12718786464410736
16185,gi|15900770|ref|NP_345374.1|,1,P75279,0.0,0.609,530.0,6.469e-151,0.07730455075845974
16186,sp|P05361|ALDC_KLEAE,0,Q04777,0.0,0.892,728.0,1.057e-213,0.10618436406067679
16187,VFG013934,1,VFG001209,1.0,0.638,264.0,2.888e-71,0.038506417736289385
16188,sp|Q9P380|PTR2_SCHPO,0,A0A2R9TD79,0.0,0.591,813.0,5.092e-236,0.11858226371061843
16189,VFG048740,1,VFG035227,1.0,0.79,214.0,1.5590000000000002e-57,0.031213535589264877
16190,sp|Q99186|AP2M_YEAST,0,Q9HFE5,0.0,0.654,849.0,4.0740000000000003e-247,0.12383313885647608
16191,VFG006357,1,VFG006354,1.0,0.784,1212.0,0.0,0.17677946324387397
16192,gi|49187917|ref|YP_031170.1|,1,VFG000106,1.0,0.546,391.0,7.67e-109,0.05703033838973162
16193,sp|P9WP53|CYSM_MYCTU,0,O05393,0.0,0.858,981.0,6.383e-293,0.14308634772462078
16194,sp|P19358|METK2_YEAST,0,P48466,0.0,0.849,1079.0,0.0,0.1573803967327888
16195,sp|C8VP82|CAN1N_EMENI,0,P32600,0.0,0.65,520.0,4.498e-148,0.07584597432905485
16196,VFG051856,1,VFG051859,1.0,0.813,743.0,1.854e-216,0.10837222870478413
16197,sp|Q9UT46|MOC3_SCHPO,0,AGZ84121.1,1.0,0.525,214.0,2.1e-55,0.031213535589264877
16198,sp|Q8P9X1|RECX_XANCP,0,P33596,0.0,0.792,390.0,4.297e-110,0.05688448074679113
16199,gi|126207888|ref|YP_001053113.1|,1,VFG013196,1.0,0.89,1303.0,0.0,0.19005250875145857
16200,VFG050258,1,NP_783761.1,1.0,0.528,93.0,9.760000000000001e-20,0.013564760793465578
16201,VFG030282,1,NP_344856.1,1.0,0.916,879.0,8.515e-263,0.1282088681446908
16202,VFG016424,1,VFG013187,1.0,0.489,315.0,3.647e-86,0.045945157526254374
16203,sp|P47821|SSN8_YEAST,0,P37366,0.0,0.731,583.0,2.201e-167,0.08503500583430572
16204,sp|Q02804|ARL3_YEAST,0,P40994,0.0,0.877,592.0,8.612e-174,0.08634772462077013
16205,VFG048839,1,VFG048841,1.0,0.9,1489.0,0.0,0.21718203033838973
16206,gi|161870537|ref|YP_001599709.1|,1,O51266,0.0,0.703,433.0,3.195e-122,0.0631563593932322
16207,sp|P13988|TNSA_ECOLX,0,P0DV88,0.0,0.681,194.0,1.018e-49,0.028296382730455077
16208,VFG041502,1,VFG042241,1.0,0.924,1549.0,0.0,0.22593348891481912
16209,sp|Q5UPZ2|YR301_MIMIV,0,Q5UQK5,0.0,0.609,341.0,4.723e-94,0.04973745624270712
16210,sp|A0A0H2XHV5|MUPG_STAA3,0,Q9WYH8,0.0,0.653,488.0,1.995e-138,0.07117852975495916
16211,sp|Q5SHP0|RL23_THET8,0,Q6N4T7,0.0,0.932,290.0,3.866e-82,0.04229871645274212
16212,sp|P55984|ISPT_HELPY,0,NP_698163.1,1.0,0.935,788.0,4.004e-237,0.11493582263710618
16213,VFG038585,1,VFG038583,1.0,0.843,425.0,4.5910000000000006e-122,0.061989498249708286
16214,VFG014311,1,VFG014313,1.0,0.782,271.0,4.155e-74,0.03952742123687281
16215,sp|P58350|AAT_RHIME,0,NP_539433.1,1.0,0.987,1578.0,0.0,0.23016336056009334
16216,VFG001851,1,VFG045752,1.0,0.842,398.0,1.91e-113,0.05805134189031505
16217,sp|Q08229|NBA1_YEAST,0,P20471,0.0,0.797,142.0,6.3190000000000005e-34,0.020711785297549593
16218,sp|Q00293|PGLRX_ASPTU,0,Q5ASG9,0.0,0.935,1507.0,0.0,0.21980746791131855
16219,sp|Q5UP75|YL612_MIMIV,0,VFG047000,1.0,0.79,295.0,5.866999999999999e-81,0.043028004667444573
16220,sp|A0A142C7A0|PHNB_PENHR,0,Q2I0M6,0.0,0.668,808.0,5.081e-235,0.11785297549591599
16221,sp|Q81LM1|FPUC_BACAN,0,VFG013730,1.0,0.973,969.0,2.505e-295,0.14133605600933488
16222,gi|15608885|ref|NP_216263.1|,1,Q08234,0.0,0.643,1020.0,3.451e-298,0.1487747957992999
16223,sp|U3H042|SOS7_SCHPO,0,VFG043501,1.0,0.731,473.0,4.061e-134,0.0689906651108518
16224,sp|Q4L5E4|SYFB_STAHJ,0,Q5XCX3,0.0,0.891,2436.0,0.0,0.35530921820303385
16225,sp|D7GXG0|PORA_ZOBGA,0,G0L322,0.0,0.642,806.0,4.701e-234,0.117561260210035
16226,VFG041967,1,VFG041976,1.0,0.614,420.0,8.768e-118,0.061260210035005834
16227,sp|Q9ZB26|ERYI_BRUA2,0,P37351,0.0,0.939,512.0,5.625e-152,0.07467911318553092
16228,gi|15610514|ref|NP_217895.1|,1,Q47SS3,0.0,0.664,442.0,8.335999999999999e-125,0.06446907817969662
16229,VFG015266,1,VFG015267,1.0,0.733,594.0,1.4869999999999999e-170,0.08663943990665111
16230,sp|Q03091|BSN1_BACAM,0,VFG042885,1.0,0.666,94.0,1.159e-19,0.013710618436406068
16231,sp|Q07442|BDF2_YEAST,0,P35817,0.0,0.808,1116.0,0.0,0.16277712952158693
16232,sp|P40445|YIQ6_YEAST,0,P53322,0.0,0.761,1198.0,0.0,0.17473745624270712
16233,gi|66275954|ref|YP_233039.1|,1,P06483,0.0,0.518,140.0,9.438e-34,0.020420070011668612
16234,sp|P81052|LCCB_LEUME,0,VFG044459,1.0,0.944,53.0,1.542e-08,0.007730455075845974
16235,sp|P73335|DTD3_SYNY3,0,P27859,0.0,0.885,839.0,3.363e-251,0.12237456242707118
16236,VFG009032,1,VFG022364,1.0,0.873,518.0,2.568e-148,0.07555425904317387
16237,sp|E8MF12|NAHK_BIFL2,0,O34656,0.0,0.601,487.0,4.283e-138,0.07103267211201866
16238,gi|194397255|ref|YP_002037320.1|,1,VFG005489,1.0,0.813,4686.0,0.0,0.6834889148191365
16239,VFG019726,1,VFG000111,1.0,0.75,333.0,1.076e-92,0.0485705950991832
16240,sp|P36145|T2EB_YEAST,0,NP_216226.1,1.0,0.603,244.0,8.93e-65,0.03558926487747958
16241,VFG049773,1,VFG049758,1.0,0.879,476.0,7.320999999999999e-138,0.06942823803967328
16242,sp|P73376|SEPF_SYNY3,0,Q31LI0,0.0,0.907,450.0,3.798e-128,0.06563593932322054
16243,VFG051610,1,VFG041033,1.0,0.81,2922.0,0.0,0.42619603267211204
16244,VFG015299,1,VFG015300,1.0,0.712,1132.0,0.0,0.16511085180863477
16245,VFG042000,1,VFG041755,1.0,0.69,317.0,2.27e-87,0.04623687281213536
16246,sp|P14073|FER_BUTME,0,P07508,0.0,0.962,197.0,3.326e-55,0.028733955659276545
16247,gi|33593999|ref|NP_881643.1|,1,NP_229869.1,1.0,0.723,628.0,4.111e-181,0.09159859976662778
16248,sp|P41698|BUD8_YEAST,0,VFG006087,1.0,0.793,97.0,4.3980000000000006e-20,0.014148191365227538
16249,VFG043169,1,VFG014554,1.0,0.921,295.0,2.766e-84,0.043028004667444573
16250,gi|15640269|ref|NP_229896.1|,1,VFG012087,1.0,0.724,827.0,3.058e-240,0.1206242707117853
16251,fig|83332.12.peg.4091|Rv3671c|VBIMycTub87468_4091|,1,XP_001349446.1,1.0,0.733,532.0,1.252e-151,0.07759626604434072
16252,VFG035835,1,VFG041051,1.0,0.808,1825.0,0.0,0.2661901983663944
16253,sp|Q88EQ6|YCGR_PSEPK,0,P76010,0.0,0.788,610.0,1.476e-176,0.08897316219369895
16254,VFG006967,1,VFG006964,1.0,0.943,1909.0,0.0,0.27844224037339554
16255,gi|16803112|ref|NP_464597.1|,1,Q9KWU4,0.0,0.939,3871.0,0.0,0.5646149358226371
16256,sp|Q5UQS3|YL330_MIMIV,0,Q5UQF7,0.0,0.793,81.0,1.107e-15,0.011814469078179696
16257,VFG002652,1,VFG011232,1.0,0.707,698.0,5.788e-202,0.10180863477246208
16258,VFG007468,1,VFG038631,1.0,0.971,1088.0,0.0,0.15869311551925322
16259,VFG041593,1,VFG018471,1.0,0.645,288.0,2.2740000000000003e-78,0.042007001166861145
16260,VFG030399,1,VFG030388,1.0,0.958,1851.0,0.0,0.26998249708284716
16261,VFG001307,1,VFG014105,1.0,0.725,1007.0,8.109e-296,0.1468786464410735
16262,sp|P48564|MRX6_YEAST,0,P17855,0.0,0.544,123.0,3.476e-28,0.01794049008168028
16263,VFG041772,1,VFG041755,1.0,0.66,314.0,3.972e-86,0.04579929988331389
16264,sp|I1RDA9|LIP1_GIBZE,0,D4B1N9,0.0,0.873,1647.0,0.0,0.24022753792298718
16265,sp|P47178|DAN1_YEAST,0,Q5UQW6,0.0,0.602,144.0,1.178e-34,0.021003500583430573
16266,sp|P21365|YCIC_ECOLI,0,VFG000030,1.0,0.469,147.0,1.093e-35,0.02144107351225204
16267,VFG012053,1,VFG012056,1.0,0.879,1905.0,0.0,0.27785880980163363
16268,sp|P86325|EST1_THEFU,0,P37967,0.0,0.814,1256.0,0.0,0.18319719953325556
16269,sp|P27190|TRAC5_ECOLX,0,P27189,0.0,0.694,2226.0,0.0,0.32467911318553094
16270,sp|P07056|UCRI_NEUCR,0,A0A1D8PJX3,0.0,0.869,492.0,3.523e-140,0.07176196032672112
16271,VFG018692,1,VFG016688,1.0,0.719,282.0,4.877e-77,0.0411318553092182
16272,sp|P76055|TTCA_ECOLI,0,O94282,0.0,0.709,524.0,2.018e-149,0.0764294049008168
16273,VFG017490,1,VFG017488,1.0,0.923,2623.0,0.0,0.38258459743290546
16274,VFG046263,1,VFG046262,1.0,0.628,169.0,2.7390000000000002e-42,0.024649941656942825
16275,sp|P96517|MELY_ENTCC,0,P16552,0.0,0.921,1519.0,0.0,0.22155775962660443
16276,VFG005259,1,VFG005256,1.0,0.72,1128.0,0.0,0.1645274212368728
16277,gi|31544686|ref|NP_853264.1|,1,P99084,0.0,0.898,1528.0,0.0,0.22287047841306884
16278,sp|P68720|VTF3S_VACCW,0,VFG045561,1.0,0.551,195.0,5.372e-50,0.028442240373395565
16279,sp|P94417|AK3_BACSU,0,P00562,0.0,0.772,1129.0,0.0,0.1646732788798133
16280,VFG041981,1,VFG042055,1.0,0.894,1711.0,0.0,0.24956242707117854
16281,sp|P39927|PTI1_YEAST,0,P25299,0.0,0.715,464.0,5.539e-131,0.0676779463243874
16282,sp|Q76EV4|OXD_RHOGO,0,P17055,0.0,0.532,292.0,2.824e-79,0.042590431738623105
16283,NP_904322.1,1,VFG047864,1.0,0.709,100.0,2.978e-21,0.014585764294049008
16284,sp|O59838|HSP7F_SCHPO,0,O74225,0.0,0.867,1986.0,0.0,0.2896732788798133
16285,sp|Q09886|MUG42_SCHPO,0,,0.0,,0.0,,0.0
16286,VFG038870,1,VFG007387,1.0,0.91,164.0,1.189e-41,0.023920653442240373
16287,VFG013242,1,VFG013246,1.0,0.875,1072.0,6.4e-323,0.15635939323220538
16288,sp|P60312|RPOA_STRCO,0,A0QSL8,0.0,0.926,1050.0,2.788e-314,0.1531505250875146
16289,sp|P0A6Z6|NIKR_ECOLI,0,VFG009422,1.0,0.747,251.0,1.2359999999999999e-67,0.03661026837806301
16290,VFG000187,1,VFG038353,1.0,0.886,275.0,8.316000000000001e-78,0.04011085180863477
16291,VFG014741,1,VFG014742,1.0,0.911,969.0,1.44e-288,0.14133605600933488
16292,sp|O13845|RSD1_SCHPO,0,P38922,0.0,0.732,985.0,6.998e-288,0.14366977829638272
16293,sp|P76214|VES_ECOLI,0,Q9X113,0.0,0.678,196.0,9.896999999999999e-51,0.028588098016336057
16294,VFG006246,1,VFG006247,1.0,0.785,3911.0,0.0,0.5704492415402567
16295,sp|P47005|DAS1_YEAST,0,Q04847,0.0,0.508,425.0,6.171e-119,0.061989498249708286
16296,sp|O74992|YJZI_SCHPO,0,VFG002100,1.0,0.581,95.0,1.7930000000000002e-20,0.013856476079346558
16297,sp|Q6NE76|MMS6_MAGGM,0,VFG015991,1.0,0.909,83.0,1.184e-16,0.012106184364060676
16298,sp|Q9UTN3|CID14_SCHPO,0,P53632,0.0,0.851,913.0,4.391e-266,0.13316802800466745
16299,VFG041759,1,VFG049679,1.0,0.62,157.0,1.074e-38,0.022899649941656944
16300,sp|P07287|ERME_SACEN,0,P37468,0.0,0.867,809.0,2.346e-235,0.11799883313885648
16301,sp|Q6FDK3|NRTR_ACIAD,0,P9WIY1,0.0,0.801,366.0,1.04e-101,0.05338389731621937
16302,sp|B2RK02|ACKA_PORG3,0,Q99TF2,0.0,0.887,1246.0,0.0,0.18173862310385064
16303,sp|O53521|FAC15_MYCTU,0,P9WEY3,0.0,0.78,1576.0,0.0,0.22987164527421236
16304,VFG004458,1,VFG004457,1.0,0.942,780.0,4.1609999999999995e-235,0.11376896149358226
16305,VFG043301,1,VFG006704,1.0,0.616,453.0,5.861e-128,0.06607351225204201
16306,VFG041600,1,VFG000496,1.0,0.826,1118.0,0.0,0.16306884480746792
16307,sp|Q12094|TSR3_YEAST,0,Q5A950,0.0,0.477,134.0,1.089e-31,0.019544924154025672
16308,sp|Q9X286|NUSB_THEMA,0,O66530,0.0,0.86,364.0,7.661999999999999e-103,0.05309218203033839
16309,sp|A0A1L9WUV2|ANEG_ASPA1,0,D1MX88,0.0,0.835,1387.0,0.0,0.20230455075845974
16310,sp|Q9Y802|LSD1_SCHPO,0,Q8KHS0,0.0,0.614,732.0,4.3340000000000005e-211,0.10676779463243874
16311,VFG027414,1,VFG010043,1.0,0.864,1423.0,0.0,0.2075554259043174
16312,sp|P0A4F8|OCCT_RHIRD,0,NP_697965.1,1.0,0.839,817.0,4.883e-242,0.1191656942823804
16313,VFG041565,1,VFG034985,1.0,0.686,317.0,2.172e-87,0.04623687281213536
16314,sp|S0DX56|EREMS_GIBF5,0,S0ECT9,0.0,0.905,919.0,4.208e-270,0.13404317386231038
16315,sp|B8MKZ7|TSTL_TALSN,0,P40474,0.0,0.788,1335.0,0.0,0.19471995332555425
16316,sp|P00045|CYC7_YEAST,0,P56205,0.0,0.972,373.0,1.3120000000000001e-108,0.0544049008168028
16317,sp|A3M139|ATPL_ACIBT,0,P68699,0.0,0.917,270.0,3.672e-77,0.03938156359393232
16318,VFG014949,1,VFG014948,1.0,0.905,494.0,8.059e-146,0.0720536756126021
16319,VFG022897,1,VFG001414,1.0,0.937,285.0,3.2959999999999998e-80,0.04156942823803967
16320,sp|Q99XR4|GLFT_STRP1,0,VFG015340,1.0,0.456,183.0,1.4360000000000002e-46,0.026691948658109685
16321,sp|Q8NMF0|IPSA_CORGL,0,P25144,0.0,0.873,1092.0,0.0,0.15927654609101516
16322,VFG042337,1,VFG012449,1.0,0.674,2899.0,0.0,0.42284130688448074
16323,gi|126208963|ref|YP_001054188.1|,1,NP_697512.1,1.0,0.752,1088.0,0.0,0.15869311551925322
16324,VFG011748,1,VFG011752,1.0,0.67,2310.0,0.0,0.3369311551925321
16325,VFG029828,1,VFG029822,1.0,0.906,6479.0,0.0,0.9450116686114353
16326,sp|A0A0H2UR93|GTF3_STRPN,0,A0A0M3KKZ0,0.0,0.848,1024.0,3.596e-306,0.14935822637106183
16327,sp|P11044|TYSY2_BACSU,0,B7I4U0,0.0,0.8,625.0,1.07e-180,0.0911610268378063
16328,sp|G0RA32|XYN3_HYPJQ,0,P23360,0.0,0.953,1077.0,0.0,0.15708868144690782
16329,VFG006084,1,VFG005934,1.0,0.913,915.0,9.48e-277,0.13345974329054844
16330,sp|Q8SQM3|RS3_ENCCU,0,A0A1D8PSV5,0.0,0.826,557.0,6.153e-161,0.08124270711785297
16331,gi|16764694|ref|NP_460309.1|,1,VFG043441,1.0,0.758,281.0,8.552e-77,0.04098599766627771
16332,sp|P38789|SSF1_YEAST,0,Q9HGL6,0.0,0.58,267.0,1.5180000000000002e-71,0.03894399066511085
16333,VFG010172,1,VFG010173,1.0,0.927,1155.0,0.0,0.16846557759626604
16334,sp|P83549|CAPSD_HPVID,0,VFG045608,1.0,0.753,118.0,8.843e-27,0.01721120186697783
16335,VFG043433,1,VFG043249,1.0,0.833,717.0,7.369e-211,0.10457992998833139
16336,sp|P39800|XLYA_BACSU,0,P54450,0.0,0.778,720.0,1.514e-209,0.10501750291715285
16337,VFG043414,1,VFG043267,1.0,0.776,993.0,1.1210000000000001e-290,0.14483663943990666
16338,VFG048962,1,VFG048932,1.0,0.972,535.0,1.609e-161,0.0780338389731622
16339,VFG007445,1,VFG007444,1.0,0.559,473.0,1.8999999999999998e-133,0.0689906651108518
16340,gi|74684770|sp|Q5KFS0.1|CFT1_CRYNE,1,Q06632,0.0,0.665,2663.0,0.0,0.3884189031505251
16341,gi|23500860|ref|NP_700300.1|,1,VFG016766,1.0,0.851,1505.0,0.0,0.21951575262543757
16342,VFG019026,1,VFG002371,1.0,0.774,678.0,4.312e-196,0.09889148191365228
16343,VFG013500,1,VFG013182,1.0,0.801,856.0,1.26e-252,0.12485414235705951
16344,VFG051495,1,VFG051494,1.0,0.866,1928.0,0.0,0.2812135355892649
16345,VFG018679,1,VFG041869,1.0,0.954,245.0,8.498e-70,0.03573512252042007
