,id,label
4723,sp|Q2RNU4|PFP_RHORT,0
450,VFG038715,1
13461,gi|15926941|ref|NP_374474.1|,1
12667,sp|P52644|HSLJ_ECOLI,0
3213,sp|Q12504|RKM4_YEAST,0
6924,VFG027875,1
5257,sp|Q08923|CTI6_YEAST,0
5792,VFG042828,1
952,sp|Q87NG3|BCCT3_VIBPA,0
297,sp|Q12181|NDOR1_YEAST,0
3366,VFG041437,1
745,sp|Q9RST0|RL7_DEIRA,0
1241,VFG000022,1
2117,sp|Q4KCZ0|PLTA_PSEF5,0
13034,sp|P28350|SYV_NEUCR,0
7675,VFG037099,1
8660,sp|Q03834|MSH6_YEAST,0
10330,sp|P0DSG4|YQHJ_ECOLI,0
4143,VFG050161,1
4596,sp|P0AEH5|ELAB_ECOLI,0
5446,VFG045493,1
9618,VFG000471,1
1410,sp|Q93QC6|CBL_CORGT,0
8854,VFG015950,1
2028,sp|P0AC47|FRDB_ECOLI,0
4157,VFG041126,1
2248,VFG002146,1
14293,sp|Q60132|T2C9_CITFR,0
6454,sp|P45579|HCXA_ECOLI,0
14017,gi|799333267|ref|XP_012050538.1|,1
8831,VFG015920,1
498,sp|P0AA31|YEDF_ECOLI,0
9123,sp|P38523|GRPE_YEAST,0
8157,VFG013944,1
13594,gi|70986336|ref|XP_748662.1|,1
7902,VFG044303,1
1627,VFG025320,1
2922,sp|P9WKV7|Y479_MYCTU,0
1453,VFG044123,1
11071,sp|P36107|AUR1_YEAST,0
14409,sp|P9WIM1|PAFB_MYCTU,0
8709,sp|Q0CU19|BTYA_ASPTN,0
6662,sp|Q5SK88|METY1_THET8,0
3941,sp|O34425|G3P2_BACSU,0
1522,sp|Q5B6P3|PNG1_EMENI,0
869,sp|Q8GCB2|PTLY_BACLI,0
4053,VFG042800,1
6034,VFG002398,1
13553,sp|P0AC59|GLRX2_ECOLI,0
8640,sp|O94643|CENPU_SCHPO,0
4850,VFG048500,1
12755,sp|P32011|DRRB_STRPE,0
11977,sp|P80506|G3P1_NOSS1,0
14092,gi|799320432|ref|XP_012047827.1|,1
5168,VFG002109,1
5081,VFG001836,1
10761,sp|P33941|YOJI_ECOLI,0
2301,sp|P77766|RNM_ECOLI,0
5509,sp|Q5UQZ3|YL899_MIMIV,0
5087,VFG001842,1
844,sp|O05213|AMIE_BACSU,0
4336,VFG048165,1
4995,sp|P17044|MTBF_BACIU,0
2022,sp|B0VLR7|PNP_ACIBS,0
4309,sp|P9WFP5|Y1462_MYCTU,0
12650,sp|A0QV42|RL19_MYCS2,0
14135,sp|Q5A6B6|PPG1_CANAL,0
10361,VFG005189,1
11638,sp|Q86523|NCAP_RYSV,0
6100,sp|P32842|VATL2_YEAST,0
8828,VFG015917,1
4362,sp|P0DP66|NIT1_SYNYG,0
4099,sp|P76010|YCGR_ECOLI,0
1270,VFG000054,1
5040,VFG049179,1
3819,sp|P76459|ATOA_ECOLI,0
5039,sp|P69681|AMTB_ECOLI,0
807,VFG042980,1
7352,VFG016442,1
9288,sp|O74978|YQL5_SCHPO,0
13433,sp|P0A6A8|ACP_ECOLI,0
2588,VFG041881,1
9407,VFG041996,1
11275,sp|P77272|PTYBC_ECOLI,0
12713,gi|157149353|ref|YP_001451390.1|,1
6093,VFG009491,1
4211,VFG046621,1
3592,sp|P23371|PAP1_VACCW,0
11277,VFG043641,1
9022,VFG019927,1
10553,sp|P41441|GSPF_ECOLI,0
1710,sp|P37168|YCEM_SALTY,0
8141,VFG013920,1
12411,sp|A0A7L9EZ67|XENC_XENSI,0
601,sp|Q8YYI3|CCMM_NOSS1,0
1812,sp|Q47SS3|ZFPP_THEFY,0
1883,VFG042674,1
5250,VFG041233,1
6581,VFG022340,1
5022,sp|P65144|IF3_STRPN,0
3994,VFG042586,1
8525,sp|D5AP15|FER2_RHOCB,0
2641,VFG041223,1
4009,VFG042711,1
1034,sp|Q5A888|ERG27_CANAL,0
8835,sp|Q55500|PLQA_SYNY3,0
2828,sp|B3A0N4|WSNA_WEIPA,0
2744,VFG002288,1
9742,VFG004319,1
9094,VFG042696,1
3003,VFG039146,1
12415,gi|23502502|ref|NP_698629.1|,1
5909,VFG007991,1
6488,VFG022075,1
12304,gi|30264540|ref|NP_846917.1|,1
4950,sp|P08159|HDNO_PAENI,0
8479,sp|P67266|Y1102_STRPN,0
2302,VFG017030,1
4610,sp|O14336|MUG80_SCHPO,0
7263,VFG031598,1
11549,sp|P16714|PG077_VACCW,0
3508,VFG000912,1
2737,sp|Q5SIL4|GYRA_THET8,0
2442,VFG050255,1
14187,sp|Q05636|RRP45_YEAST,0
6483,VFG022058,1
11395,sp|Q9RFR0|MGS_RHOMR,0
9797,sp|P53198|ERP6_YEAST,0
771,VFG016379,1
9345,sp|Q4WI46|CRF2_ASPFU,0
180,sp|Q9Z8L0|BSDC_CHLPN,0
11296,VFG044185,1
4434,VFG013192,1
3043,VFG039317,1
1922,VFG001907,1
12040,gi|15644865|ref|NP_207035.1|,1
7771,sp|Q52087|HADL_PSEPU,0
4673,VFG006496,1
7024,sp|Q9A9H3|GDPPS_CAUVC,0
9138,VFG043484,1
5295,VFG041278,1
12474,gi|17987541|ref|NP_540175.1|,1
3245,sp|A0A1D8PSV5|RS3_CANAL,0
10919,VFG007157,1
8841,VFG015936,1
13165,sp|P99125|NAGB_STAAN,0
9189,VFG044234,1
13106,gi|15901916|ref|NP_346520.1|,1
7864,VFG042616,1
5743,VFG044433,1
1696,VFG002535,1
10701,VFG043499,1
2926,sp|A0QWR4|EFP_MYCS2,0
10562,VFG005952,1
11261,VFG043164,1
9493,VFG040079,1
5041,sp|Q2G260|Y094_STAA8,0
3199,sp|Q9LCC1|DMFAA_ALCSP,0
10400,VFG005293,1
4615,sp|P9WPZ1|Y1496_MYCTU,0
3612,sp|Q9ZNA2|RECR_DEIRA,0
614,VFG041069,1
13400,sp|Q99177|BRR1_YEAST,0
11011,sp|O74946|DPOA2_SCHPO,0
10608,sp|P9WNH3|Y2715_MYCTU,0
13668,sp|Q09669|ADH4_SCHPO,0
983,VFG040865,1
2178,sp|Q8KG93|C555_CHLTE,0
12666,gi|15803448|ref|NP_289481.1|,1
12733,sp|A3PC74|PHND1_PROM0,0
8965,sp|P0AC96|GNTU_ECOLI,0
13044,sp|P40458|ATG32_YEAST,0
11181,sp|P81357|CRT_CLOPA,0
294,VFG038349,1
10546,sp|P69411|RCSF_ECOLI,0
4973,VFG048932,1
1994,VFG002028,1
11378,sp|O66914|KDSB_AQUAE,0
12624,gi|26248405|ref|NP_754445.1|,1
8498,sp|P24531|GLYA_CAMJE,0
7534,sp|P06279|AMY_GEOSE,0
11690,VFG017860,1
6502,VFG022122,1
2672,VFG041547,1
10398,VFG005289,1
4347,sp|A9WCM4|ENO_CHLAA,0
8305,sp|Q8CJT1|RPOC_STRCO,0
10612,VFG006060,1
4601,VFG042667,1
4798,VFG043390,1
3507,VFG000911,1
3830,sp|P26449|BUB3_YEAST,0
1411,sp|P54563|YQJZ_BACSU,0
11659,sp|P31376|SWC3_YEAST,0
10990,VFG007262,1
14212,fig|216597.6.peg.2948|SL1344_2653|VBISalEnt88447_2948|,1
1886,VFG042966,1
8896,VFG016033,1
8210,sp|P63554|ARCA_STAAN,0
12893,sp|C7G1H4|PASM1_LACPN,0
8094,sp|Q83051|P26_LIYV9,0
4587,sp|Q9HGY3|OXDA_CANBO,0
13222,gi|15900979|ref|NP_345583.1|,1
12345,gi|23500316|ref|NP_699756.1|,1
729,VFG016234,1
553,VFG042276,1
10391,sp|I2C092|MANBB_THETO,0
2720,VFG042898,1
12687,sp|Q83046|P34_LIYV9,0
10257,VFG044268,1
2141,VFG012069,1
9244,VFG050300,1
1330,VFG011139,1
1108,VFG016761,1
1443,sp|A7MRY4|LUXN_VIBC1,0
5498,VFG045545,1
4501,VFG013337,1
7835,sp|P33221|PURT_ECOLI,0
4366,VFG001144,1
7685,VFG042732,1
8218,sp|O24743|SDSA_RHOCA,0
2326,VFG042144,1
12704,gi|15802515|ref|NP_288541.1|,1
14232,fig|272631.5.peg.2633|ML1419|VBIMycLep78757_2633|,1
324,sp|Q8DJP8|MENC_THEVB,0
1016,VFG050115,1
722,VFG043521,1
9693,sp|Q12746|PGA3_YEAST,0
6948,sp|O34860|RSBRB_BACSU,0
9508,VFG040445,1
9531,VFG040519,1
4694,sp|C0HLV6|LACS_TRAHI,0
3369,VFG041440,1
11331,VFG050282,1
2269,sp|O51440|RS17_BORBU,0
4909,VFG048863,1
6649,VFG022837,1
8031,sp|P26466|LAMB_SALTY,0
13061,sp|P79020|PALA_EMENI,0
8009,sp|P9WGB5|METZ_MYCTU,0
2664,sp|Q726J4|CARA_DESVH,0
2756,VFG012092,1
3754,VFG035601,1
13509,gi|116050024|ref|YP_791162.1|,1
12351,sp|Q89682|MP1_MNSV,0
12500,sp|Q34807|IEND1_WICCA,0
5459,sp|O93884|DAS_CANBO,0
7714,VFG042234,1
14128,fig|169963.11.peg.1330|lmo1295|VBILisMon69206_1330|,1
13981,gi|71423784|ref|XP_812571.1|,1
8268,sp|P05461|VSID_BPP4,0
2513,VFG051381,1
1197,sp|P0A407|PSAB_THEVB,0
9143,sp|P74771|NDHO_SYNY3,0
13111,sp|P39646|PTAS_BACSU,0
11351,sp|Q9I3A4|Y1618_PSEAE,0
8588,sp|P54417|OPUD_BACSU,0
10519,sp|Q936X2|ATZF_PSESD,0
7900,sp|P9WKB7|Y221_MYCTU,0
4931,VFG048883,1
9921,VFG043068,1
11547,sp|Q8ZK57|IOLG_SALTY,0
1892,sp|A0QS66|RPOC_MYCS2,0
1912,sp|P99154|RL7_STAAN,0
9243,sp|P11079|LMBD2_REOVD,0
5344,VFG041328,1
1235,sp|A2RI74|DPPA_LACLM,0
8788,VFG015875,1
13150,gi|15900716|ref|NP_345320.1|,1
6973,VFG029227,1
1114,VFG016767,1
8492,VFG014896,1
1136,VFG016789,1
10371,sp|P38634|SIC1_YEAST,0
5536,VFG045583,1
779,VFG016392,1
11911,gi|15609574|ref|NP_216953.1|,1
10199,sp|S3D775|GLOO_GLAL2,0
12664,gi|15801164|ref|NP_287181.1|,1
12049,sp|Q6BEX0|YTFR_ECOLI,0
6282,sp|P60778|TSGA_ECOLI,0
13331,sp|Q02046|MTD1_YEAST,0
5372,sp|P31244|RAD16_YEAST,0
9027,VFG019986,1
4187,VFG046346,1
5059,VFG049250,1
11728,sp|R0IGL9|CYPU2_EXST2,0
7789,sp|Q99W68|RL1_STAAN,0
2527,VFG051400,1
10984,VFG007252,1
3737,sp|P0AGM2|YICG_ECOLI,0
11592,sp|P83788|KYNU_PSEFL,0
5160,VFG002101,1
7403,sp|P9WKX3|BPA_MYCTU,0
2293,VFG017005,1
2314,VFG017052,1
7761,VFG041613,1
9736,sp|Q5UR50|YL567_MIMIV,0
1598,VFG002454,1
5620,VFG045768,1
9910,VFG043048,1
13446,gi|15674370|ref|NP_268544.1|,1
14302,fig|83332.12.peg.1104|Rv0990c|VBIMycTub87468_1104|,1
7540,sp|P0DPO9|YNFR_ECOLI,0
7420,sp|O25758|PARB_HELPY,0
7292,sp|P77432|LSRK_ECOLI,0
13506,sp|P41668|PIF3_NPVAC,0
5325,VFG041308,1
9526,VFG040514,1
11514,sp|A5F692|KDSA_VIBC3,0
1974,VFG001969,1
3528,VFG000942,1
8161,VFG013958,1
11556,VFG002345,1
7722,VFG042244,1
7198,sp|Q8PDW5|OLED_XANCP,0
4206,VFG046563,1
4745,sp|Q9C106|RPC3_SCHPO,0
14070,gi|799320505|ref|XP_012047847.1|,1
3329,sp|P50875|SPT20_YEAST,0
410,sp|A0A075BSX9|HLNO_SHIS7,0
9062,VFG040879,1
1514,sp|Q9K6A7|LIPL_HALH5,0
6725,sp|P0AEZ3|MIND_ECOLI,0
14087,sp|S2KHP1|SST_HALAF,0
5836,VFG007712,1
7095,VFG029991,1
9767,sp|O74526|KJ45_SCHPO,0
11252,VFG043155,1
11944,sp|Q5A1E3|CBF1_CANAL,0
4811,VFG040957,1
3166,sp|Q02209|YKZ1_YEAST,0
7553,VFG000233,1
2155,sp|O14327|PAB2_SCHPO,0
10804,sp|P21339|MSB1_YEAST,0
2304,VFG017035,1
13475,gi|15927206|ref|NP_374739.1|,1
9559,VFG040748,1
4698,sp|G4MM92|CEL6A_PYRO7,0
12608,sp|Q9KGU6|DXR_PSEAE,0
3198,VFG042927,1
6921,sp|Q52529|NOSL_STUST,0
13622,sp|P0DH74|PYRDB_ENTFA,0
5454,VFG045501,1
10202,VFG005041,1
9890,sp|P48560|TOS6_YEAST,0
7933,sp|P0DMC5|RCSC_ECOLI,0
5132,VFG001995,1
10231,VFG043588,1
2801,VFG043276,1
12249,gi|22125158|ref|NP_668581.1|,1
7523,VFG000232,1
10346,VFG005152,1
6249,sp|Q04947|RTN1_YEAST,0
14158,sp|P36059|NNRD_YEAST,0
3306,VFG002166,1
6063,VFG009316,1
11262,sp|P25588|MRC1_YEAST,0
12996,gi|121635563|ref|YP_975808.1|,1
483,sp|B4YST4|BAIK_CLOSV,0
5988,VFG008392,1
6287,VFG010196,1
11856,VFG044241,1
1346,sp|Q46604|FMNB_DESVM,0
239,sp|O14317|RLA6_SCHPO,0
6887,sp|P68817|RECU_STAAN,0
5074,sp|O94649|ATG2_SCHPO,0
3332,sp|P9WLW7|Y1502_MYCTU,0
332,sp|P37296|VPP2_YEAST,0
3639,VFG034628,1
5627,sp|Q82IY4|PTLA_STRAW,0
3681,sp|O87455|LUXO_VIBC3,0
9233,sp|Q12211|PUS1_YEAST,0
9870,sp|Q7W980|ECTA_BORPA,0
3850,VFG042077,1
5597,VFG045739,1
12159,sp|G2TRQ6|TAM11_SCHPO,0
8049,sp|Q08742|RDL2_YEAST,0
9327,sp|Q12497|FMP16_YEAST,0
792,sp|P75952|COMR_ECOLI,0
3012,sp|P0AC35|TTDB_ECOLI,0
5464,VFG045511,1
6848,sp|P20424|SRP54_YEAST,0
7470,VFG016629,1
10181,VFG004924,1
3078,VFG039466,1
13341,gi|126209104|ref|YP_001054329.1|,1
8679,sp|P53246|ENV11_YEAST,0
3882,VFG042383,1
6538,VFG022208,1
7298,sp|Q09668|RL22_SCHPO,0
12978,sp|Q9RZA4|BPHY_DEIRA,0
5653,sp|Q9KQT7|PYRF_VIBCH,0
3397,VFG041469,1
794,sp|P40499|ICE2_YEAST,0
6358,sp|O74633|RPA2_NEUCR,0
1186,VFG018750,1
5956,VFG008219,1
6046,VFG009170,1
423,sp|Q0Q462|NCAP_BC512,0
5766,sp|Q03ZL5|ECFA2_LEUMM,0
8036,sp|P9WJV9|MMPL1_MYCTU,0
2328,VFG042146,1
4043,sp|P0A6E6|ATPE_ECOLI,0
13749,gi|2745842|gb|AAC23910.1|,1
6967,sp|D7PHY8|VRTL_PENAE,0
7589,sp|Q8E186|MURD_STRA5,0
177,sp|P32911|SUI1_YEAST,0
8228,VFG014124,1
1906,VFG045467,1
4104,VFG043689,1
6784,VFG023807,1
1628,VFG025328,1
9298,VFG051811,1
1432,sp|G4N7Z0|CEL3B_PYRO7,0
4976,VFG048937,1
9216,sp|P0A7E5|PYRG_ECOLI,0
5225,sp|P06481|US9_HHV11,0
10742,sp|Q77CE4|GN_BHV1C,0
5517,sp|P9WMW3|Y2581_MYCTU,0
11721,VFG019024,1
3711,VFG035246,1
4858,VFG048553,1
2985,VFG052280,1
486,VFG038808,1
8383,sp|Q6NDR6|RL20_RHOPA,0
8184,VFG014009,1
5351,sp|Q98FW0|LR3E_RHILO,0
441,sp|P0AFI5|PBP7_ECOLI,0
3536,VFG001430,1
3410,sp|P05149|GALM_ACICA,0
5289,VFG041272,1
3565,VFG012330,1
6449,sp|O50657|DCLO_SELRU,0
695,VFG045391,1
12695,sp|P73912|CCS1_SYNY3,0
9754,sp|P55059|PDI_HUMIN,0
10976,sp|Q09898|SID2_SCHPO,0
767,VFG016375,1
1392,VFG011285,1
8660,VFG015343,1
2260,sp|P37575|SP2B_BACSU,0
6999,VFG029487,1
5814,sp|Q9USU9|TOA1_SCHPO,0
4072,sp|Q10332|YBMA_SCHPO,0
453,VFG038727,1
2176,sp|B1W019|GCOA_STRGG,0
1633,VFG025366,1
5023,VFG049100,1
9149,sp|P64019|ECH14_MYCBO,0
7609,sp|P22955|CAPSD_RCNMV,0
8802,sp|Q56148|CPT_STRVP,0
4585,VFG013641,1
7060,sp|Q8A2B2|AROK_BACTN,0
6181,sp|P28264|FTSA_BACSU,0
7393,sp|P38393|KILR_ECOLI,0
6729,VFG023227,1
6059,VFG009299,1
5034,VFG049168,1
2281,sp|O94753|VPL2_PLEER,0
1054,sp|P38218|POA1_YEAST,0
8899,VFG016038,1
4113,sp|B8NHE4|FLVI_ASPFN,0
10536,sp|A7LXS8|BGH3A_BACO1,0
774,sp|Q55625|RBFA_SYNY3,0
12649,gi|15802914|ref|NP_288942.1|,1
5961,sp|P13298|PYRE_YEAST,0
12124,gi|16803309|ref|NP_464794.1|,1
5110,VFG001871,1
10916,VFG007154,1
13753,sp|P41249|KEDA_ACTSL,0
8883,VFG016011,1
10649,VFG018676,1
5181,sp|P40388|UVI15_SCHPO,0
13165,gi|15901707|ref|NP_346311.1|,1
350,VFG038467,1
2642,sp|O59954|UBA4_EMENI,0
10904,VFG007111,1
7605,sp|Q12152|YP150_YEAST,0
2319,sp|P60472|UPPS_ECOLI,0
5131,sp|P43592|FAR7_YEAST,0
9391,sp|P0A8R7|YCJF_ECOLI,0
34,VFG037570,1
8537,sp|B3TMR8|KIJDR_ACTKI,0
4840,VFG048320,1
5336,sp|D4B0N9|6PGL_ARTBC,0
6484,VFG022059,1
12831,gi|16764003|ref|NP_459618.1|,1
10624,sp|P39046|MUR2_ENTHA,0
11033,sp|O74627|CG1C_SCHPO,0
8994,VFG019783,1
7841,sp|P53264|CLD1_YEAST,0
7855,VFG042332,1
4627,sp|O66949|PUR2_AQUAE,0
9621,sp|P34250|SEG2_YEAST,0
1062,VFG002250,1
3265,VFG041596,1
9497,sp|D3KVM5|SODF_BURSP,0
5527,VFG045574,1
633,VFG038919,1
2508,VFG051376,1
8572,sp|P31979|NUOF_ECOLI,0
2545,sp|O51443|RL5_BORBU,0
3102,VFG039570,1
4355,sp|Q72K91|CATNT_THET2,0
13699,sp|Q9UUG9|TSC2_SCHPO,0
10608,VFG006050,1
1380,VFG011256,1
13122,gi|15900424|ref|NP_345028.1|,1
10225,VFG043453,1
4461,VFG013230,1
1821,sp|P38826|ORC6_YEAST,0
10508,VFG005820,1
4060,VFG043080,1
13207,sp|P0A858|TPIS_ECOLI,0
14396,fig|83332.12.peg.4102|Rv3681c|VBIMycTub87468_4102|,1
276,VFG038327,1
5615,sp|Q9UUJ4|REC24_SCHPO,0
670,sp|P13254|MEGL_PSEPU,0
11971,gi|57117016|ref|YP_177901.1|,1
7747,VFG040909,1
5167,sp|P76223|YNJB_ECOLI,0
9971,sp|G3KIM6|ETFA_ANAPI,0
1438,sp|O54259|SNOAB_STRNO,0
4573,VFG013603,1
10437,VFG005389,1
3851,sp|O34741|BCEB_BACSU,0
10018,VFG041693,1
11862,sp|P46368|DHA2_CUPNH,0
394,VFG038563,1
1464,sp|P00207|FER1_RHOPA,0
9681,sp|A0A0D4BSP3|IND7_STRGR,0
13130,sp|P44117|Y1168_HAEIN,0
1669,VFG025707,1
7384,VFG016506,1
10091,sp|A4F7P3|ERYC3_SACEN,0
10056,sp|Q2RI40|OORD_MOOTA,0
4266,VFG047132,1
12779,sp|V5TES5|AMBI2_FISAU,0
5797,VFG044342,1
9020,sp|Q180E3|RIBZ_CLOD6,0
5665,VFG032011,1
9868,sp|O14176|PRP40_SCHPO,0
9410,sp|O53672|Y250_MYCTU,0
9071,VFG041027,1
12914,gi|409994441|ref|NP_462658.3|,1
1501,VFG011621,1
13094,sp|Q3E764|TMA7_YEAST,0
2838,VFG043313,1
7454,sp|A5F2G9|LOLA_VIBC3,0
2704,sp|O42814|AGUA_ASPTU,0
1989,sp|P95483|PRND_PSEFL,0
7536,sp|P12999|BIOC_ECOLI,0
817,VFG043413,1
7474,sp|P38699|STB5_YEAST,0
13401,sp|P22517|KCC2_YEAST,0
7946,VFG000160,1
6535,VFG022202,1
11597,sp|O87605|PIKC_STRVZ,0
13194,sp|P74070|EFTS_SYNY3,0
2959,sp|P0C061|GRSA_ANEMI,0
8622,VFG015285,1
4914,VFG048862,1
9775,sp|O68685|GERPC_BACCE,0
6840,sp|O86043|NAGL_RALSP,0
2423,VFG050236,1
12345,sp|B0VPT6|GLMU_ACIBS,0
2704,VFG042685,1
3734,sp|P16262|COX1_BACP3,0
9649,VFG000522,1
10876,VFG007057,1
4602,sp|P49424|MANA_CELJU,0
3928,VFG042480,1
1337,VFG011178,1
7692,sp|P20430|L_TACVF,0
6931,VFG027884,1
928,VFG043946,1
7019,VFG029573,1
11046,VFG007391,1
6760,sp|P75796|GSIA_ECOLI,0
7131,sp|P41943|GPR1_YARLI,0
1729,sp|P37524|NOC_BACSU,0
8078,sp|P32331|YMC1_YEAST,0
6120,VFG009568,1
9117,sp|Q9I6M4|DAVT_PSEAE,0
5738,VFG044424,1
6557,VFG022255,1
9853,sp|P99086|GRPE_STAAN,0
13345,sp|P75224|Y554_MYCPN,0
7148,sp|O32224|AZOR2_BACSU,0
13385,sp|P78774|ARPC1_SCHPO,0
4617,sp|A0A1D8PP59|QCR1_CANAL,0
2952,sp|A0A0M4KDW1|AURB_CALAK,0
12727,sp|D0C8V9|PIRA_ACIB2,0
5968,VFG008265,1
7269,sp|Q6CZ24|OTNC_PECAS,0
11477,sp|Q9ZEU7|ECTB_CHRSD,0
10066,VFG001321,1
4678,VFG006515,1
4945,sp|Q8PP26|APAG_XANAC,0
10681,VFG042972,1
5509,VFG045556,1
2305,sp|Q5SH22|LYSW_THET8,0
1275,sp|P00431|CCPR_YEAST,0
5493,sp|P82594|IABF_STRCX,0
9591,sp|O06179|Y1533_MYCTU,0
3032,sp|Q3E798|MIM2_YEAST,0
13867,gi|66275931|ref|YP_233016.1|,1
1506,sp|P67700|YDDM_ECOL6,0
7389,sp|P15158|COAT_BMDV,0
882,sp|Q8XKU1|TPIS_CLOPE,0
1421,sp|P76518|ACOCT_ECOLI,0
3486,VFG000859,1
4231,sp|A2RIE6|PTCB_LACLM,0
5317,sp|P94272|RL22_BORBU,0
7288,sp|A0A3B1EFQ0|STR5_STRTC,0
3743,sp|P32501|EI2BE_YEAST,0
5651,sp|P9WNN1|EFTU_MYCTU,0
538,sp|P9WMU7|Y2212_MYCTU,0
3438,sp|P9WGN5|SECG_MYCTU,0
5271,VFG041254,1
4663,VFG006464,1
7816,sp|A1VXZ7|FABZ_CAMJJ,0
8181,VFG014001,1
1684,VFG002526,1
12509,sp|B4EY22|CAIT_PROMH,0
2326,sp|P76445|LPXT_ECOLI,0
3920,sp|G9N4B1|VIRB_HYPVG,0
496,sp|P24391|TOM40_NEUCR,0
11606,VFG003454,1
3823,VFG040934,1
2187,VFG018002,1
11274,sp|Q2RK33|DAPAT_MOOTA,0
11284,VFG044173,1
13542,gi|4581757|gb|AAD24761.1|AF109875_1,1
10425,sp|Q12180|HAL9_YEAST,0
11645,VFG003561,1
11910,sp|P0A8D0|NRDR_ECOLI,0
3706,sp|P32400|CSH_ARTSP,0
9696,sp|P57728|RL28B_SCHPO,0
10293,VFG000969,1
6417,sp|P9WNH5|HSAD_MYCTU,0
2918,VFG013715,1
5273,sp|P38887|YH02_YEAST,0
4098,VFG043683,1
3338,sp|P9WG63|DIPZ_MYCTU,0
2075,VFG011873,1
5093,sp|Q05580|HEL2_YEAST,0
7738,sp|P53217|YG1I_YEAST,0
9769,VFG004387,1
1480,sp|A0A1D8PCI6|RS4_CANAL,0
11045,VFG007390,1
9003,VFG019800,1
6285,sp|Q06673|ECM30_YEAST,0
5521,sp|H6LC30|RNFG_ACEWD,0
14223,fig|243243.7.peg.4188|MAV_4264|VBIMycAvi38287_4188|,1
5419,sp|Q5LGZ0|G1091_BACFN,0
4207,VFG046580,1
9242,sp|P02932|PHOE_ECOLI,0
7539,sp|Q9HXY6|LPXD_PSEAE,0
12973,sp|Q0CF73|AZPB2_ASPTN,0
11086,sp|P19669|TAL_BACSU,0
13640,gi|68486156|ref|XP_713028.1|,1
5916,sp|P75825|HCP_ECOLI,0
12244,gi|22124724|ref|NP_668147.1|,1
3122,sp|P22148|MSN1_YEAST,0
6905,VFG027683,1
5866,sp|D7PI19|GSFE_PENAE,0
12119,gi|89256686|ref|YP_514048.1|,1
12911,gi|16767007|ref|NP_462622.1|,1
12781,gi|15641088|ref|NP_230720.1|,1
10098,sp|Q9IMM4|RDRP_NODAM,0
4433,VFG013191,1
8655,VFG015337,1
11141,sp|P0CB51|CHI1_COCPS,0
4914,sp|Q5SME3|CY552_THET8,0
9819,VFG021025,1
4527,sp|P24552|OXDA_FUSVN,0
12375,gi|23501218|ref|NP_697345.1|,1
6790,sp|P09850|XYNA_NIACI,0
10886,VFG007073,1
11026,VFG007334,1
9719,VFG004231,1
3219,sp|P38135|FADK_ECOLI,0
1791,VFG040924,1
4953,VFG048908,1
3726,VFG035344,1
11519,sp|P35806|FLGE_CAUVC,0
5365,VFG041349,1
7500,VFG016662,1
9316,VFG051904,1
9502,VFG040386,1
8415,VFG014654,1
856,VFG043844,1
4369,sp|Q0CJD0|PGMC_ASPTN,0
11826,VFG043227,1
9276,sp|Q10204|RRN9_SCHPO,0
11183,sp|P25632|RSC6_YEAST,0
13725,sp|O05897|Y3254_MYCTU,0
10903,VFG007110,1
1171,sp|P38704|STP2_YEAST,0
8505,VFG014950,1
3730,sp|P40544|YKE4_YEAST,0
3891,sp|P40155|PEX17_YEAST,0
10292,sp|P07270|PHO4_YEAST,0
11159,VFG007653,1
1014,VFG050113,1
10827,VFG006961,1
11135,VFG007612,1
7222,sp|O94413|KPR2_SCHPO,0
8649,VFG015325,1
10642,sp|P30967|PH4H_CHRVO,0
14210,fig|216597.6.peg.2302|SL1344_2072|VBISalEnt88447_2302|,1
4351,VFG000343,1
9154,VFG044091,1
8460,VFG014785,1
14250,fig|511145.12.peg.2169|b2092|VBIEscCol129921_2169|,1
12459,gi|17986888|ref|NP_539522.1|,1
11453,VFG042953,1
8471,VFG014818,1
9426,sp|A0A0D1CVS5|STUA_USTMA,0
3691,sp|P0DUM0|HKM12_ASPHA,0
4549,VFG013503,1
11628,VFG003526,1
4495,VFG013320,1
4689,VFG006546,1
1203,sp|A7Z4X7|BAEB_BACVZ,0
12630,gi|26246966|ref|NP_753006.1|,1
2579,sp|Q45694|DNTAB_BURSR,0
122,VFG037998,1
10451,sp|O34483|HPRK_BACSU,0
1861,sp|P83077|G3P2_BACCE,0
7433,sp|O94620|CWF17_SCHPO,0
1554,sp|Q9P805|DCP1_SCHPO,0
4494,VFG013319,1
10331,VFG001367,1
7210,VFG031059,1
8099,sp|Q82NR8|EBDG_STRAW,0
7550,sp|Q5AU92|AGALC_EMENI,0
1115,VFG016768,1
7242,sp|Q8DUY4|TCMPA_STRMU,0
1979,VFG001974,1
12406,gi|23502086|ref|NP_698213.1|,1
12516,sp|P54225|HEMH_SYNY3,0
8904,sp|Q08187|YO029_YEAST,0
3334,VFG042977,1
8531,VFG015029,1
9232,VFG049843,1
2748,sp|Q4WP32|LP9B_ASPFU,0
3106,VFG039586,1
14000,sp|P0ADJ3|YHJR_ECOLI,0
1598,sp|O94538|SNU66_SCHPO,0
1679,VFG025780,1
1036,sp|O67334|NUOB_AQUAE,0
11108,sp|P13799|DEGS_BACSU,0
11180,sp|Q8SUT1|GNL3L_ENCCU,0
5447,sp|P96402|LIPC_MYCTU,0
11778,VFG041079,1
2209,sp|O67914|UPP_AQUAE,0
10583,VFG005983,1
4935,VFG048888,1
